"veiculo","nome_motor","configuracao_motor","ano_inicial","ano_final","cilindrada"
-,-,"MB OM352, 352A","01/01/1978","",""
-,-,MB OM352A,"01/01/1960","",""
-,-,MB OM352A,"01/01/1976","01/01/1977",""
-,-,MB OM355,"01/01/1960","01/01/1966",""
-,-,MB OM355,"01/01/1980","",""
-,-,MB OM355/6,"01/01/1979","",""
-,-,MB OM392,"01/01/1983","01/01/1984",""
-,-,MBB,"01/01/1960","",""
-,-,MBOM314,"01/01/1960","",""
-,-,MCF1,"01/01/1960","",""
-,-,MERCEDES BENZ OM314,"01/01/1960","",""
-,-,MITSUBISHI 4G54,"01/01/1960","",""
-,-,MWM - X10,"01/01/1960","",""
-,-,MWM 22916,"01/01/1960","",""
-,-,MWM 4 CIL.,"01/01/1960","",""
-,-,MWM 6 CIL.,"01/01/1980","",""
-,-,MWM A4-4.1,"01/01/2002","",""
-,-,MWM D222/4,"01/01/1960","",""
-,-,MWM D222/4,"01/01/1975","",""
-,-,MWM D225-4,"01/01/1960","",""
-,-,MWM D225/1,"01/01/1960","",""
-,-,MWM D225/3; SÉRIE 16510138,"01/01/1960","",""
-,-,MWM D225/4,"01/01/1960","",""
-,-,MWM D225/6,"01/01/1960","",""
-,-,MWM D2254,"01/01/1960","",""
-,-,MWM D229-6,"01/01/1960","",""
-,-,MWM D229.4,"01/01/1960","",""
-,-,MWM D229.6,"01/01/1960","",""
-,-,MWM D229/3,"01/01/1960","",""
-,-,MWM D229/4,"01/01/1960","",""
-,-,MWM D229/6,"01/01/1960","",""
-,-,MWM D229/6,"01/01/1976","01/01/1977",""
-,-,MWM D229/6 TD,"01/01/1960","",""
-,-,MWM TD 229/6,"01/01/1980","",""
-,-,MWM TD229/6,"01/01/1960","",""
-,-,N14,"01/01/1960","",""
-,-,NEW HOLLAND,"01/01/1996","01/01/1997",""
-,-,OM 352,"01/01/1960","01/01/1966",""
-,-,OM 352,"01/01/1979","",""
-,-,OM D225/4,"01/01/1960","",""
-,-,OM352 INDUSTRIAL,"01/01/1960","",""
-,-,OM904LA,"01/01/1960","",""
-,-,OM906LA,"01/01/1960","",""
-,-,OM906LA,"01/01/2002","",""
-,-,OM906LA,"01/01/2006","01/01/2007",""
-,-,PAB1,"01/01/1960","",""
-,-,PAC1,"01/01/1960","",""
-,-,PERKINS,"01/01/1960","",""
-,-,PERKINS,"01/01/2004","01/01/2005",""
-,-,PERKINS 1004 TG,"01/01/1960","",""
-,-,PERKINS 1004-42,"01/01/1960","",""
-,-,PERKINS 1006/6,"01/01/1960","",""
-,-,PERKINS 1104,"01/01/1960","",""
-,-,PERKINS 13001-23999,"01/01/1960","",""
-,-,PERKINS 3152,"01/01/1960","",""
-,-,PERKINS 3152,"01/01/1960","01/01/1966",""
-,-,PERKINS 3152,"01/01/1974","01/01/1975",""
-,-,PERKINS 4 CILS.,"01/01/1998","",""
-,-,PERKINS 4.203,"01/01/1960","",""
-,-,PERKINS 4.2032,"01/01/1960","",""
-,-,PERKINS 4.2032 DIESEL 5BC,"01/01/1960","",""
-,-,PERKINS 4203,"01/01/1960","",""
-,-,PERKINS 4203,"01/01/1974","01/01/1975",""
-,-,PERKINS 4203 (68 HP),"01/01/1960","",""
-,-,PERKINS 4203 SÉRIE JD8378P,"01/01/1960","",""
-,-,"PERKINS 4203, 3152","01/01/1960","",""
-,-,PERKINS 4236,"01/01/1960","",""
-,-,PERKINS 4282,"01/01/1960","",""
-,-,PERKINS 4300,"01/01/1960","",""
-,-,PERKINS 458A,"01/01/1960","",""
-,-,PERKINS 459A,"01/01/1960","",""
-,-,PERKINS 6 CIL.,"01/01/1960","",""
-,-,PERKINS 6.357,"01/01/1960","",""
-,-,PERKINS 6340,"01/01/1960","",""
-,-,PERKINS 6354,"01/01/1960","",""
-,-,PERKINS 6354-4,"01/01/1960","",""
-,-,PERKINS 6357,"01/01/1960","",""
-,-,PERKINS 6357,"01/01/1960","01/01/1966",""
-,-,PERKINS 6357,"01/01/1975","",""
-,-,PERKINS 6357,"01/01/1984","01/01/1985",""
-,-,PERKINS 6357-6358,"01/01/1984","01/01/1985",""
-,-,PERKINS 6358,"01/01/1960","",""
-,-,PERKINS Q 20B 4,"01/01/1960","",""
-,-,PERKINS SÉRIE A137Y-1553B,"01/01/1960","",""
-,-,PERKINS SÉRIE GSY-2084V,"01/01/1960","",""
-,-,PERKINS V8-510,"01/01/1960","",""
-,-,PERKINS V8-510 INGLÊS,"01/01/1960","",""
-,-,PERKINS V8510,"01/01/1960","",""
-,-,PEUGEOT XD3P DIESEL 2YB,"01/01/1960","",""
-,-,PEUGEOT XD3P DIESEL 9RB,"01/01/1960","",""
-,-,PEUGEOT XUD9,"01/01/1960","",""
-,-,QAS 48,"01/01/1960","",""
-,-,QSB5.9,"01/01/2003","01/01/2004",""
-,-,QSB5.9-C,"01/01/2003","01/01/2004",""
-,-,QSB5.9C,"01/01/1960","",""
-,-,QSB6.7,"01/01/2006","01/01/2007",""
-,-,QSB6.7,"01/01/2007","01/01/2008",""
-,-,QSB6.7,"01/01/2011","01/01/2014",""
-,-,QSB6.7 C220,"01/01/2006","01/01/2007",""
-,-,QSB6.7-C220,"01/01/2006","01/01/2007",""
-,-,QSB6.7-C240,"01/01/1960","",""
-,-,QSB6.7-C275,"01/01/1960","",""
-,-,QSC,"01/01/2007","01/01/2008",""
-,-,QSK19,"01/01/1960","",""
-,-,QSK19C,"01/01/1960","",""
-,-,RAW1,"01/01/1960","",""
-,-,S6D102E,"01/01/1960","",""
-,-,SAA6D102E,"01/01/1960","",""
-,-,SBN1,"01/01/1960","",""
-,-,SCANIA,"01/01/1960","",""
-,-,SCANIA D11,"01/01/1960","",""
-,-,SCANIA D11,"01/01/1960","01/01/1966",""
-,-,SCANIA D11,"01/01/1978","",""
-,-,SCANIA D11 ATÉ 6960196,"01/01/1960","",""
-,-,SCANIA D11-A05,"01/01/1960","",""
-,-,SCANIA D11-DS11,"01/01/1960","",""
-,-,SCANIA DN11,"01/01/1960","",""
-,-,SCANIA DS11,"01/01/1960","",""
-,-,SCANIA DS1192A,"01/01/1960","",""
-,-,SCANIA DS11A,"01/01/1960","",""
-,-,SCANIA DS14,"01/01/1960","",""
-,-,SCANIA NT,"01/01/1960","",""
-,-,SERIE 12001,"01/01/1960","",""
-,-,SERIE 1213,"01/01/1960","",""
-,-,SERIE 515012807 E UP,"01/01/1960","",""
-,-,SERIE 515112900 E UP,"01/01/1960","",""
-,-,SERIE 54001,"01/01/1960","",""
-,-,SERIE KUBOTA D750-B,"01/01/1960","",""
-,-,SISU,"01/01/2013","",""
-,-,SR5094,"01/01/1960","",""
-,-,SUMITOMO,"01/01/1960","",""
-,-,TCD2013 L04 2V,"01/01/2011","01/01/2014",""
-,-,TD 61 G,"01/01/1960","",""
-,-,TODAS STD OU PACK SERV. PES. SIST. DUPLO,"01/01/1960","",""
-,-,VALMET,"01/01/1960","",""
-,-,VOLVO,"01/01/1960","",""
-,-,VOLVO,"01/01/2004","01/01/2005",""
-,-,VOLVO D10B,"01/01/1960","",""
-,-,VOLVO D10B,"01/01/2000","",""
-,-,VOLVO D10BGAE2,"01/01/1960","",""
-,-,VOLVO D12C,"01/01/1960","",""
-,-,VOLVO D12D,"01/01/1960","",""
-,-,VOLVO D12D,"01/01/2007","01/01/2008",""
-,-,VOLVO D12D,"01/01/2011","01/01/2014",""
-,-,VOLVO D12E,"01/01/1960","",""
-,-,VOLVO D7D LA E2,"01/01/1960","",""
-,-,VOLVO D9A,"01/01/2003","01/01/2004",""
-,-,VOLVO D9E,"01/01/2010","",""
-,-,VOLVO PENTA 100A,"01/01/1960","",""
-,-,VOLVO PENTA A,"01/01/1960","",""
-,-,VOLVO TD102,"01/01/1960","",""
-,-,VOLVO TD103,"01/01/1960","",""
-,-,VOLVO TD121G,"01/01/1960","",""
-,-,VOLVO TD63E,"01/01/1960","",""
-,-,VOLVO TD70G / VOLVO BM TD71G,"01/01/1960","",""
-,-,VOLVO TD71K,"01/01/1960","",""
-,-,VOLVO THD100DB,"01/01/1960","",""
-,-,VOLVO THD100EA,"01/01/1960","",""
-,-,VOLVO THD101G,"01/01/1960","",""
-,-,VOLVO THD102KD,"01/01/1960","",""
-,-,VOLVOBMTD71G,"01/01/1960","",""
-,-,VOLVOTD71G,"01/01/1960","",""
-,-,VW 1300,"01/01/1960","",""
-,-,YANMAR,"01/01/1960","",""
-,"1104D-44T 0",-,"01/01/1960","",""
-,"1106C-E60TA",-,"01/01/2002","01/01/2003",""
-,"1106C-E60TA TIER 2",-,"01/01/2003","01/01/2004",""
-,"3 CILINDROS",-,"01/01/1960","",""
-,"304 CID TURBO",-,"01/01/1960","",""
-,"3054C",-,"01/01/1960","",""
-,"318 3E ÁLCOOL",-,"01/01/1983","01/01/1985",""
-,"318.3 ALCOOL",-,"01/01/1983","",""
-,"320DS T",-,"01/01/2001","",""
-,"320DSR TURBO",-,"01/01/2003","",""
-,"4 CILINDROS",-,"01/01/1996","01/01/1999",""
-,"4 CYL",-,"01/01/1960","",""
-,"4.5",-,"01/01/2001","",""
-,"4.5 4045T",-,"01/01/2001","",""
-,"4045T",-,"01/01/1960","",""
-,"5.9 L 24V F4 AE",-,"01/01/2005","",""
-,"6.75L TURBO TIER 3",-,"01/01/2007","",""
-,"6.8 6068T",-,"01/01/2001","",""
-,"6081 POWERTECH",-,"01/01/1960","",""
-,"6135H",-,"01/01/1960","",""
-,"620DS",-,"01/01/1960","",""
-,"634DS",-,"01/01/1960","",""
-,"6354.4",-,"01/01/1960","",""
-,"6357",-,"01/01/1976","01/01/1979",""
-,"6357",-,"01/01/1980","",""
-,"6358",-,"01/01/1960","",""
-,"6B5.9",-,"01/01/1960","",""
-,"6C8.3",-,"01/01/1960","",""
-,"7.5 6 CILINDROS",-,"01/01/1991","01/01/1992",""
-,"755",-,"01/01/1960","",""
-,"8045.05/8045.06",-,"01/01/1960","",""
-,"8045.06",-,"01/01/1990","01/01/1998",""
-,"8045.25",-,"01/01/1960","",""
-,"97->",-,"01/01/1960","",""
-,A 3144,-,"01/01/1960","",""
-,A 4107,-,"01/01/1966","01/01/1972",""
-,A 4236,-,"01/01/1960","",""
-,A 4248,-,"01/01/1960","",""
-,A3 - 2.5,-,"01/01/2002","",""
-,A4248,-,"01/01/1986","",""
-,AD 3152,-,"01/01/1960","01/01/1975",""
-,AD 3152,-,"01/01/1976","",""
-,AD 3152,-,"01/01/1999","",""
-,AD 4203,-,"01/01/1960","",""
-,AD 4236,-,"01/01/1964","01/01/1975",""
-,AGRALE 1 CIL.,-,"01/01/1960","",""
-,AGRALE 3TNE88-RBS,-,"01/01/1960","",""
-,AGRALE 4TNE88-RBS,-,"01/01/1960","",""
-,AGRALE M73,-,"01/01/1960","",""
-,AGRALE M790,-,"01/01/1960","",""
-,AGRALE M790-D229/4,-,"01/01/1980","",""
-,AGRALE M80,-,"01/01/1960","",""
-,AGRALE M85,-,"01/01/1960","",""
-,AGRALE M90ID,-,"01/01/1960","",""
-,AGRALE M93,-,"01/01/1960","",""
-,AGRALE M93ID,-,"01/01/1960","",""
-,AGRALE M95W,-,"01/01/1960","",""
-,BF 6L 913,-,"01/01/1960","",""
-,BF 6L 913,-,"01/01/1999","",""
-,BF 6L 913T,-,"01/01/1979","",""
-,BF 6M 1013C,-,"01/01/1999","",""
-,BF6 L 913,-,"01/01/1960","",""
-,BF6 L 913,-,"01/01/1960","01/01/1983",""
-,BF6 L 913 C,-,"01/01/1960","",""
-,BF6 L 913C,-,"01/01/1960","01/01/1983",""
-,BF6 L 913T,-,"01/01/1960","01/01/1983",""
-,BF6L 913,-,"01/01/1960","",""
-,BF6L 913,-,"01/01/1960","01/01/1983",""
-,BF6L 913 C,-,"01/01/1960","",""
-,BF6L 913C,-,"01/01/1990","",""
-,BSD666,-,"01/01/1990","",""
-,BSD666,-,"01/01/1993","",""
-,BTB 33D,-,"01/01/1988","",""
-,BTB33,-,"01/01/1960","",""
-,C4.4,-,"01/01/1960","",""
-,C9,"","01/01/2011","",""
-,CASE,"","01/01/1960","01/01/1978",""
-,CASE C-232,-,"01/01/1960","",""
-,CASE D-239,-,"01/01/1960","",""
-,CASE D-239 1900,-,"01/01/1960","",""
-,CASE HB-225,-,"01/01/1960","",""
-,CASE IH C263,-,"01/01/1960","",""
-,CASE/CASE IH D282,-,"01/01/1960","",""
-,CAT 3150,-,"01/01/1960","",""
-,CAT 3208,-,"01/01/1960","",""
-,CATCRS1-UP,-,"01/01/1960","",""
-,CATERPILLAR 3706,"","01/01/1960","",""
-,CATG4D1-UP,-,"01/01/1960","",""
-,CBT 401 4CIL.,-,"01/01/1960","",""
-,CBT MPL TURBO 3C.,-,"01/01/1960","",""
-,CHRYSLER M-11,-,"01/01/1960","",""
-,CNH DIESEL 4.5 TURBOCHARGED 4 CILINDROS,-,"01/01/2004","01/01/2007",""
-,CNH F4GE0484G*D,-,"01/01/2003","",""
-,CUMMINS,"","01/01/1998","",""
-,CUMMINS,-,"01/01/1960","",""
-,CUMMINS,-,"01/01/1989","01/01/1997",""
-,CUMMINS,-,"01/01/2003","",""
-,CUMMINS,-,"01/01/2009","01/01/2010",""
-,CUMMINS,-,"01/04/2004","",""
-,CUMMINS 6B-59,-,"01/01/1992","",""
-,CUMMINS 6BT,"","01/01/1998","",""
-,CUMMINS 6BT 5.9,"","01/01/1998","","5.9"
-,CUMMINS 6BT 5.9,-,"01/01/1996","",""
-,CUMMINS 6BT 5.9,-,"01/01/2000","",""
-,CUMMINS 6BT5.9,-,"01/01/2002","",""
-,CUMMINS 6CT8.3C,-,"01/01/1960","",""
-,CUMMINS 6CT8.3C,-,"01/01/2001","",""
-,CUMMINS 6CT8.3C,-,"01/01/2002","",""
-,CUMMINS 6CTA,"","01/01/2000","","8.3"
-,CUMMINS 6CTA 8.3,-,"01/01/1960","",""
-,CUMMINS 6CTA 8.3,-,"01/01/1998","",""
-,CUMMINS 6CTA8.3C,-,"01/01/2001","",""
-,CUMMINS 6CTAA,"","01/01/1960","","8.3"
-,CUMMINS 6CTAA,"","01/01/1998","","8.3"
-,CUMMINS 6CTAA 8.3,-,"01/01/1960","",""
-,CUMMINS 6CTAA 8.3,-,"01/01/2002","",""
-,CUMMINS L 10,-,"01/01/1960","",""
-,CUMMINS L10,"","01/01/1995","01/01/1999",""
-,CUMMINS L10,"","01/01/2000","",""
-,CUMMINS M11,-,"01/01/1960","",""
-,CUMMINS N14,-,"01/01/1960","",""
-,CURSOR,"","01/01/2001","",""
-,CURSOR 10,"","01/01/2007","",""
-,CURSOR 13,"","01/01/2007","",""
-,CURSOR 9,"","01/01/2007","","8.7"
-,D 3.15,-,"01/01/1960","",""
-,D229/6,"","01/01/1978","01/01/1979",""
-,DB OM352,-,"01/01/1960","",""
-,DB OM401,-,"01/01/1960","",""
-,DETROID 4.53,-,"01/01/1978","01/01/1979",""
-,DETROIT 4.53N,-,"01/01/1978","01/01/1979",""
-,DETROIT 6.71,-,"01/01/1960","",""
-,DEUTZ,"","01/01/1960","",""
-,DEUTZ AF3/41912,-,"01/01/1960","",""
-,DEUTZ BF6M1013,-,"01/01/2002","01/01/2003",""
-,DEUTZ F62-912,"","01/01/1960","01/01/1974",""
-,DIESEL,-,"01/01/1960","",""
-,E4236,-,"01/01/1960","01/01/1984",""
-,F 3L 913,-,"01/01/1960","",""
-,F 6 L 913,-,"01/01/1960","",""
-,F3 L 913,-,"01/01/1960","",""
-,F3L 913,-,"01/01/1960","",""
-,F4 L 913,-,"01/01/1960","",""
-,F4L 913,-,"01/01/1960","",""
-,F5 L 913,-,"01/01/1960","",""
-,F5L 913,-,"01/01/1960","",""
-,F6 L 913,-,"01/01/1960","01/01/1983",""
-,F6L 912,-,"01/01/1960","01/01/1974",""
-,F6L 912,-,"01/01/1982","",""
-,F6L 913,-,"01/01/1960","",""
-,F6L 913,-,"01/01/1960","01/01/1983",""
-,FIAT 8361 I,-,"01/01/1960","",""
-,FORD,"","01/01/1990","",""
-,FORD,-,"01/01/1960","",""
-,FORD,-,"01/01/1999","",""
-,FORD 2704ET,-,"01/01/1960","",""
-,FORD 333,-,"01/01/1976","",""
-,FORD 360,-,"01/01/1960","",""
-,FORD 401,-,"01/01/1960","",""
-,FORD 442,-,"01/01/1984","",""
-,FORD 6.6,-,"01/01/1988","",""
-,FORD 6.6,-,"01/01/1990","",""
-,FORD 666,-,"01/01/1977","",""
-,FORD DIESEL,-,"01/01/1978","01/01/1984",""
-,FORD DIESEL OHV 4256,-,"01/01/1984","",""
-,FORD MAJOR,-,"01/01/1960","",""
-,FORD OHV 4256,-,"01/01/1984","01/01/1985",""
-,FORD ÁLCOOL,-,"01/01/1983","",""
-,GENEISIS TURBO AIR2AIR,"","01/01/1960","",""
-,GENESIS 3 CIL.,-,"01/01/1993","",""
-,GENESIS 4 CIL.,-,"01/01/1993","",""
-,GENESIS BSD450 TURBO,-,"01/01/1960","",""
-,GENESIS TURBO,"","01/01/1960","",""
-,GENESISTURBO AIR2AIR,"","01/01/1960","",""
-,GM 250,"","01/01/1977","",""
-,IMPORTADO,"","01/01/1979","01/01/1994",""
-,IVECO,-,"01/01/1997","",""
-,IVECO,-,"01/01/2008","",""
-,IVECO 4 CYL,-,"01/01/2008","",""
-,IVECO 6 CIL.,-,"01/01/1993","",""
-,IVECO 8035-5,-,"01/01/1960","",""
-,IVECO 8035-5,-,"01/01/1997","",""
-,IVECO 8035-5,-,"01/01/2002","",""
-,IVECO 8061.S3,-,"01/01/1960","",""
-,IVECO 8065-5,-,"01/01/1993","",""
-,IVECO 8361,-,"01/01/1960","",""
-,IVECO 8365-5T,-,"01/01/1993","",""
-,IVECO 8460SRI,-,"01/01/1960","",""
-,IVECO BSD444,-,"01/01/1993","",""
-,IVECO BSD450,-,"01/01/1993","",""
-,IVECO BSD675,-,"01/01/1993","",""
-,IVECO NH675TD,-,"01/01/2001","01/01/2007",""
-,IVECO NH675TD,-,"01/01/2002","",""
-,IVECO 8045.25,-,"01/01/1960","",""
-,JD 3029T,-,"01/01/2002","",""
-,JD4045D,-,"01/01/1960","",""
-,JD4045D,-,"01/01/2002","",""
-,JD4045D - SÉRIE 350,-,"01/01/2002","",""
-,JD4045T - SÉRIE 350,-,"01/01/2002","",""
-,JD6068T,"","01/01/1960","",""
-,JD6068T,"","01/01/1998","",""
-,JD6068T,"","01/01/2001","",""
-,JD6081HT,"","01/01/2001","",""
-,JDEERE 4045 POWERTECH,-,"01/01/1960","",""
-,JDEERE 6359 TZ 002 6 CIL.,-,"01/01/1960","",""
-,JDEERE 6359 TZ 03 6 CIL.,-,"01/01/1960","",""
-,JDEERE 6466 TZ 001 6 CIL.,-,"01/01/1960","",""
-,JOHN DEERE,-,"01/01/1960","",""
-,JOHN DEERE,-,"01/01/1996","01/01/1997",""
-,JOHN DEERE,-,"01/01/2006","",""
-,JOHN DEERE 2.9L,-,"01/01/1960","",""
-,JOHN DEERE 6.8L 271CV,-,"01/01/1960","",""
-,JOHN DEERE 6068H,-,"01/01/1960","",""
-,M2385,-,"01/01/1960","",""
-,M790,-,"01/01/1996","",""
-,M790,-,"01/01/2001","",""
-,M90,-,"01/01/1972","",""
-,M90,-,"01/01/1983","",""
-,M93,-,"01/01/2000","",""
-,M95W,-,"01/01/2004","",""
-,MASSEY A6-372,-,"01/01/1960","",""
-,MASSEY GASOLINE,-,"01/01/1960","",""
-,MASSEY MFHD142B,-,"01/01/1960","",""
-,MAXION,-,"01/01/1994","",""
-,MB OM314,"","01/01/1975","",""
-,MB OM314,-,"01/01/1960","",""
-,MB OM314,-,"01/01/1960","01/01/1982",""
-,MB OM352,"","01/01/1960","",""
-,MB OM352,"","01/01/1960","01/01/1978",""
-,MB OM352,"","01/01/1978","01/01/1979",""
-,MB OM352,"","01/01/1982","01/01/1983",""
-,MB OM352,-,"01/01/1960","",""
-,MB OM352,-,"01/01/1976","01/01/1983",""
-,MB OM352,-,"01/01/1983","01/01/1984",""
-,MB OM352A,"","01/01/1992","",""
-,MB OM352A,-,"01/01/1983","01/01/1984",""
-,MB OM355/5,"","01/01/1960","",""
-,MBB,"","01/01/1990","",""
-,MBB,"","01/01/1994","",""
-,MBB OM352,"","01/01/1960","",""
-,MBB OM352,-,"01/01/1960","",""
-,MBB OM352,-,"01/01/1976","",""
-,MBB OM352 IND.,"","01/01/1980","",""
-,MBB OM355,"","01/01/1960","",""
-,MD 190,-,"01/01/2000","",""
-,MERCEDES OM352,-,"01/01/1974","",""
-,MOTOR IMPORTADO,-,"01/01/1990","",""
-,MPL TURBO,-,"01/01/1960","",""
-,MPL TURBO 3C.,-,"01/01/1960","",""
-,MWM,-,"01/01/1960","",""
-,MWM,-,"01/01/1985","01/01/1986",""
-,MWM,-,"01/01/1988","",""
-,MWM,-,"01/01/1998","",""
-,MWM 225/3-229/4-229/4 TV 76-88,-,"01/01/1976","01/01/1988",""
-,MWM 229-3,"","01/01/1960","",""
-,MWM 229/6,"","01/01/1986","",""
-,MWM 229/6,-,"01/01/1990","",""
-,MWM 4A 4.1,-,"01/01/2002","",""
-,MWM A4 3.9,-,"01/01/2002","",""
-,MWM A4 4.1,-,"01/01/2002","",""
-,MWM D 225-6,-,"01/01/1979","",""
-,MWM D 229,-,"01/01/1983","01/01/1989",""
-,MWM D 229,-,"01/01/1984","01/01/1985",""
-,MWM D 229,-,"01/01/1984","01/01/1989",""
-,MWM D 229,-,"01/01/1986","",""
-,MWM D 229/3,-,"01/01/1990","01/01/1997",""
-,MWM D 229/4,-,"01/01/1992","",""
-,MWM D 229/6,-,"01/01/1984","01/01/1985",""
-,MWM D 229/6,-,"01/01/1985","01/01/1986",""
-,MWM D 229EC,-,"01/01/1991","01/01/1992",""
-,MWM D225 3E4 CIL,-,"01/01/1973","01/01/1979",""
-,"MWM D225, 229/6",-,"01/01/1980","01/01/1986",""
-,MWM D225/3-225/4,-,"01/01/1973","01/01/1979",""
-,MWM D225/3-229/4,-,"01/01/1976","01/01/1988",""
-,MWM D225/4,-,"01/01/1960","",""
-,MWM D225/4,-,"01/01/1974","01/01/1975",""
-,MWM D225/4,-,"01/01/1976","01/01/1978",""
-,MWM D225/6,"","01/01/1960","01/01/1978",""
-,MWM D225/6,"","01/01/1978","01/01/1979",""
-,MWM D225/6,-,"01/01/1977","01/01/1980",""
-,MWM D225/6,-,"01/01/1977","01/01/1982",""
-,MWM D225/6 -D229/6,"","01/01/1986","",""
-,MWM D225/6-229/6,"","01/01/1980","",""
-,MWM D225/6-D229/6,-,"01/01/1979","",""
-,MWM D226/4,"","01/01/1960","01/01/1980",""
-,MWM D226/4,"","01/01/1979","",""
-,MWM D226/4,"","01/01/1981","",""
-,MWM D226/4,"","01/01/1986","",""
-,MWM D229,-,"01/01/1986","",""
-,MWM D229/3,-,"01/01/1960","",""
-,MWM D229/4,-,"01/01/1960","",""
-,MWM D229/4,-,"01/01/1979","",""
-,MWM D229/4,-,"01/01/1980","",""
-,MWM D229/4,-,"01/01/1985","",""
-,MWM D229/4,-,"01/01/1990","",""
-,MWM D229/4-OM 352,-,"01/01/1960","01/01/1982",""
-,MWM D229/4D,-,"01/01/1980","",""
-,MWM D229/4D,-,"01/01/1990","01/01/1995",""
-,MWM D229/6,"","01/01/1978","",""
-,MWM D229/6,-,"01/01/1960","",""
-,MWM D229/6,-,"01/01/1980","",""
-,MWM D229/6,-,"01/01/1980","01/01/1986",""
-,MWM D229/6,-,"01/01/1983","01/01/1989",""
-,MWM D229/6,-,"01/01/2004","",""
-,MWM INTERNACIONAL BIO,-,"01/01/1960","",""
-,MWM TD 229 EC4,-,"01/01/1960","",""
-,MWM TD 229 EC4,-,"01/01/1989","",""
-,MWM TD 229/4,-,"01/01/1985","01/01/1986",""
-,MWM TD 229/6,"","01/01/1960","",""
-,MWM TD 229EC 4TA,-,"01/01/1988","01/01/1992",""
-,MWM TD 229EC 4TA,-,"01/01/1991","01/01/1992",""
-,MWM TD 229EC 4VM,-,"01/01/1991","01/01/1992",""
-,MWM TD229 EC 4 VM,-,"01/01/1992","",""
-,MWM TD229 EC 6 VA TURBO,-,"01/01/1980","",""
-,MWM TD229 EC 6VA / VM 4X4,-,"01/01/2000","",""
-,MWM TD229/6,-,"01/01/1980","",""
-,MWM TD229/6,-,"01/01/1992","",""
-,MWM229,-,"01/01/1994","",""
-,MWM229/3,-,"01/01/1999","",""
-,MWM229/4,-,"01/01/1985","",""
-,MWM229/4,-,"01/01/1999","",""
-,MWM229/4,-,"01/01/2003","",""
-,MWM229/4 EC 4,-,"01/01/1960","",""
-,MWM229/6,-,"01/01/2004","",""
-,MWMINTERNATIONAL BIO,-,"01/01/2005","",""
-,NEF-6.7L,-,"01/01/2007","",""
-,NEW HOLLA 304 CID TURBO,-,"01/01/1960","",""
-,NEW HOLLA 450T/NE,-,"01/01/1960","",""
-,NEW HOLLAND,-,"01/01/2001","",""
-,NEW HOLLAND,-,"01/01/2003","",""
-,NEW HOLLAND,-,"01/01/2005","",""
-,NEW HOLLAND,-,"01/01/2006","",""
-,NEW HOLLAND,-,"01/01/2007","",""
-,NEW HOLLAND 304 CID,-,"01/01/1960","",""
-,NEW HOLLAND 6.6 6 CIL. 1992,-,"01/01/1960","",""
-,NEWHOLLA 456 CID,-,"01/01/1960","",""
-,NEWHOLLA 675TA,-,"01/01/1960","",""
-,NEWROLLAND 675TA,-,"01/01/1960","",""
-,OHV 4256,-,"01/01/1983","",""
-,OM 352,-,"01/01/1960","",""
-,OM 352,-,"01/01/1960","01/01/1979",""
-,OM 352,-,"01/01/1976","01/01/1982",""
-,OM 352,-,"01/01/1978","01/01/1983",""
-,OM 352,-,"01/01/1979","",""
-,OM 352,-,"01/01/1982","01/01/1983",""
-,OM 352,-,"01/01/1983","",""
-,OM 352 A,-,"01/01/1985","",""
-,OM 352 CANAVIEIRO,-,"01/01/1983","",""
-,OM 352A,-,"01/01/1988","",""
-,OM 355-5,-,"01/01/1983","",""
-,OM314,-,"01/01/1975","01/01/1980",""
-,OM352,"","01/01/1985","",""
-,OM352,"","01/01/1986","",""
-,OM352,-,"01/01/1976","01/01/1982",""
-,OM352,-,"01/01/1979","",""
-,OM352,-,"01/01/1983","",""
-,OM352,-,"01/01/1984","",""
-,OM352 A,-,"01/01/1960","01/01/1983",""
-,OM352 A,-,"01/01/1976","01/01/1982",""
-,OM352 A,-,"01/01/1983","",""
-,OM352 A,-,"01/01/1984","",""
-,OM366 A,-,"01/01/1994","",""
-,PERKINS,"","01/01/1997","",""
-,PERKINS,-,"01/01/1960","",""
-,PERKINS,-,"01/01/1964","01/01/1975",""
-,PERKINS,-,"01/01/1985","01/01/1986",""
-,PERKINS,-,"01/01/1990","",""
-,PERKINS,-,"01/01/1996","",""
-,PERKINS 1000 IMP,-,"01/01/1993","01/01/1994",""
-,PERKINS 1000 IMP,-,"01/01/1994","",""
-,PERKINS 1000.6,-,"01/01/1960","",""
-,PERKINS 1000.6,-,"01/01/1998","",""
-,PERKINS 1000.6,-,"01/01/2000","",""
-,PERKINS 1000.6,-,"01/01/2003","",""
-,PERKINS 1000.6 IMP.,-,"01/01/1994","",""
-,PERKINS 1000.6 IMP.,-,"01/01/2000","",""
-,PERKINS 1000.6 T,-,"01/01/1997","",""
-,PERKINS 1000.6 T,-,"01/01/2004","",""
-,PERKINS 1000.6T,-,"01/01/1960","",""
-,PERKINS 1006 IMPORTADO,"","01/01/1994","",""
-,PERKINS 1006.6,-,"01/01/1960","",""
-,PERKINS 3152,-,"01/01/1960","01/01/1974",""
-,PERKINS 3152,-,"01/01/1973","01/01/1974",""
-,PERKINS 3152,-,"01/01/1976","01/01/1978",""
-,"PERKINS 4 CILS, INJ. DIRETA",-,"01/01/1998","",""
-,PERKINS 4 CILS.,-,"01/01/1996","",""
